line,city,kind,plan_cells,act_cells,miss_cells,miss_cell_pct,blocks,blocks_worked,block_exec_median,svc_wd_hit,cover,sameday,plan_stores,never
000338545,天津市,区块全开·星期照做,40,40,0,0.0,11,11,1.0,0.961,0.91,0.889,211,19
000339039,汕头市,区块全开·星期照做,18,18,0,0.0,6,6,0.97,0.96,0.961,0.96,230,9
000340007,广州市,区块全开·星期照做,35,34,1,2.9,11,10,0.964,0.816,0.949,0.943,234,12
000340101,佛山市,区块全开·星期照做,28,25,3,10.7,6,6,0.935,0.9,0.888,0.885,179,20
000340501,郑州市,区块全开·店和星期都有欠,29,28,1,3.4,5,5,0.76,0.709,0.733,0.692,258,69
000340591,深圳市,区块全开·星期照做,16,16,0,0.0,9,9,1.0,0.93,1.0,1.0,153,0
000341803,惠州市,区块全开·星期照做,19,18,1,5.3,5,5,0.875,0.841,0.85,0.81,107,16
000341860,郑州市,区块全开·星期自己定,21,20,1,4.8,6,6,0.919,0.77,0.854,0.727,212,31
000343720,重庆市,区块全开·星期照做,7,7,0,0.0,5,5,1.0,1.0,1.0,1.0,44,0
000343775,扬州市,区块缺了没开,31,23,8,25.8,13,10,1.0,0.663,0.833,0.825,168,28
000412000,北京市,区块全开·店和星期都有欠,40,29,11,27.5,8,8,0.629,0.588,0.576,0.393,205,87
000423268,大连市,区块全开·星期照做,23,23,0,0.0,7,7,1.0,0.82,0.972,0.92,109,3
000425319,深圳市,区块全开·星期照做,17,17,0,0.0,5,5,0.977,0.924,0.954,0.96,152,7
000444100,北京市,区块缺了没开,58,41,17,29.3,21,17,0.645,0.447,0.581,0.377,210,88
000448996,合肥市,区块全开·星期照做,8,8,0,0.0,6,6,1.0,0.961,1.0,0.959,63,0
000474825,广州市,区块全开·星期照做,23,21,2,8.7,7,7,0.891,0.884,0.895,0.903,220,23
000478015,哈尔滨市,区块全开·店和星期都有欠,25,17,8,32.0,10,9,0.519,0.285,0.461,0.14,219,118
000479151,中山市,区块全开·星期照做,25,25,0,0.0,5,5,1.0,0.986,0.995,0.996,214,1
000495972,石家庄市,区块缺了没开,50,41,9,18.0,8,6,0.636,0.429,0.629,0.433,229,85
000504766,济南市,区块缺了没开,78,58,20,25.6,23,19,0.462,0.201,0.478,0.218,255,133
000532987,泉州市,区块全开·星期照做,15,15,0,0.0,5,5,1.0,0.9,0.978,0.979,178,4
000544784,北京市,区块缺了没开,20,16,4,20.0,10,8,0.597,0.499,0.561,0.301,221,97
000545650,太原市,区块缺了没开,26,19,7,26.9,8,6,0.468,0.07,0.483,0.038,242,125
000601353,东莞市,区块全开·星期照做,34,33,1,2.9,7,7,1.0,0.959,0.951,0.955,223,11
000601363,长春市,区块缺了没开,18,16,2,11.1,6,5,0.631,0.086,0.665,0.01,197,66
000604272,北京市,区块大面积没开工,46,21,25,54.3,20,11,0.35,0.117,0.389,0.232,149,91
000608772,沈阳市,区块大面积没开工,15,10,5,33.3,14,8,0.675,0.423,0.692,0.641,143,44
000611030,上海市,区块全开·星期自己定,18,17,1,5.6,9,9,1.0,0.539,0.851,0.851,67,10
000621190,青岛市,区块大面积没开工,49,26,23,46.9,24,13,0.209,0.148,0.445,0.147,218,121
000643531,天津市,区块缺了没开,29,18,11,37.9,8,7,0.42,0.323,0.391,0.03,238,145
000644322,海口市,区块缺了没开,23,22,1,4.3,9,8,0.938,0.817,0.876,0.857,217,27
000644405,漳州市,区块缺了没开,40,31,9,22.5,21,17,1.0,0.612,0.819,0.636,204,37
000645986,朔州市,计划与实际几乎不相交,41,20,21,51.2,24,13,0.108,0.138,0.262,0.148,229,169
000648339,保定市,区块全开·店和星期都有欠,22,14,8,36.4,5,5,0.422,0.269,0.414,0.245,244,143
000649981,东莞市,区块缺了没开,24,23,1,4.2,6,5,0.986,0.75,0.885,0.882,148,17
000650808,上海市,区块全开·星期照做,15,15,0,0.0,5,5,1.0,0.905,0.923,0.923,52,4
000651389,石家庄市,区块全开·店和星期都有欠,16,15,1,6.2,5,5,0.705,0.625,0.668,0.559,196,65
000652136,长沙市,区块全开·星期照做,26,24,2,7.7,6,6,0.919,0.874,0.923,0.925,196,15
000653294,大连市,区块全开·星期照做,7,7,0,0.0,5,5,1.0,0.98,1.0,1.0,24,0
000656726,金华市,区块大面积没开工,70,34,36,51.4,30,15,0.084,0.096,0.322,0.138,239,162
000657892,苏州市,区块全开·星期自己定,27,27,0,0.0,7,7,0.853,0.76,0.812,0.779,176,33
000658193,上海市,区块全开·星期照做,19,19,0,0.0,10,10,1.0,0.975,0.99,0.991,104,1
000658550,绵阳市,区块全开·星期自己定,8,8,0,0.0,4,4,1.0,0.0,1.0,1.0,16,0
000661437,大连市,区块全开·星期自己定,30,28,2,6.7,13,13,1.0,0.693,0.965,0.949,171,6
000663253,南京市,区块全开·星期照做,10,9,1,10.0,5,5,0.882,0.91,0.859,0.862,85,12
000664988,青岛市,计划与实际几乎不相交,35,8,27,77.1,20,7,0.0,0.02,0.083,0.019,229,210
000665947,宝鸡市,计划与实际几乎不相交,11,2,9,81.8,15,5,0.0,0.067,0.216,0.054,37,29
000666131,深圳市,区块全开·星期照做,17,16,1,5.9,5,5,0.977,0.963,0.971,0.973,240,7
000667049,长春市,区块缺了没开,35,18,17,48.6,13,8,0.333,0.158,0.52,0.142,221,106
000667325,乌鲁木齐市,区块缺了没开,59,33,26,44.1,12,9,0.323,0.224,0.343,0.105,239,157
000669395,重庆市,区块全开·星期自己定,13,11,2,15.4,6,6,1.0,0.108,0.881,0.886,42,5
000669401,兰州市,区块全开·星期照做,7,5,2,28.6,3,3,1.0,0.837,0.909,0.909,33,3
000672773,沈阳市,区块全开·店和星期都有欠,33,27,6,18.2,13,13,0.688,0.538,0.667,0.597,186,62
000675049,大连市,区块缺了没开,29,21,8,27.6,16,11,0.79,0.572,0.66,0.645,188,64
000676068,沈阳市,计划与实际几乎不相交,16,2,14,87.5,10,2,0.0,0.009,0.054,0.0,93,88
000676593,唐山市,区块全开·星期自己定,8,8,0,0.0,5,5,1.0,0.2,1.0,0.545,11,0
000676638,淄博市,区块缺了没开,44,29,15,34.1,21,15,0.708,0.308,0.657,0.488,172,59
000677137,长春市,区块全开·店和星期都有欠,20,17,3,15.0,5,5,0.412,0.439,0.52,0.394,179,86
000677953,潍坊市,区块全开·店和星期都有欠,46,39,7,15.2,10,10,0.841,0.591,0.62,0.384,234,89
000683993,包头市,区块全开·店和星期都有欠,18,16,2,11.1,6,6,0.548,0.198,0.552,0.186,232,104
000685128,佛山市,区块全开·星期自己定,28,24,4,14.3,12,12,0.963,0.632,0.887,0.898,151,17
000685195,金华市,区块全开·店和星期都有欠,39,34,5,12.8,18,17,0.754,0.522,0.757,0.47,247,60
000685565,厦门市,区块全开·星期照做,24,24,0,0.0,10,10,1.0,0.964,0.943,0.942,227,13
000685659,深圳市,区块全开·星期自己定,9,9,0,0.0,5,5,0.894,0.762,0.842,0.85,190,30
000685664,佛山市,区块缺了没开,25,24,1,4.0,9,8,0.886,0.738,0.844,0.846,224,35
000685767,广州市,区块全开·星期照做,32,29,3,9.4,8,8,0.944,0.89,0.882,0.829,211,25
000695113,中山市,区块缺了没开,21,20,1,4.8,6,5,0.913,0.758,0.933,0.877,223,15
000695117,成都市,区块缺了没开,5,4,1,20.0,5,4,1.0,0.7,0.714,0.556,7,2
000698771,深圳市,区块全开·星期照做,27,24,3,11.1,6,6,0.863,0.829,0.867,0.878,241,32
000699200,湛江市,区块全开·星期照做,15,15,0,0.0,5,5,0.949,0.949,0.949,0.952,236,12
000699805,汕头市,区块全开·星期照做,46,46,0,0.0,13,13,1.0,0.945,0.995,0.987,208,1
000699979,广州市,区块全开·星期照做,8,8,0,0.0,5,5,1.0,1.0,1.0,1.0,235,0
000700020,广州市,区块全开·星期照做,13,13,0,0.0,5,5,1.0,0.997,0.996,0.996,228,1
000701809,北京市,区块缺了没开,59,45,14,23.7,26,20,0.573,0.331,0.525,0.31,244,116
000702280,贵阳市,区块全开·星期照做,10,10,0,0.0,4,4,1.0,0.935,1.0,1.0,50,0
000702358,上海市,区块全开·星期照做,17,17,0,0.0,6,6,0.962,0.93,0.902,0.907,225,22
000703627,常州市,区块全开·星期照做,13,12,1,7.7,6,6,0.953,0.903,0.907,0.889,107,10
000705502,,区块全开·星期自己定,18,18,0,0.0,12,12,1.0,0.642,1.0,1.0,59,0
000706671,徐州市,区块全开·店和星期都有欠,21,18,3,14.3,7,7,0.811,0.755,0.76,0.651,208,50
000707336,阜阳市,区块全开·星期自己定,42,41,1,2.4,14,13,0.95,0.338,0.832,0.396,101,17
000707342,芜湖市,区块缺了没开,39,24,15,38.5,29,23,0.333,0.379,0.331,0.273,172,115
000709902,无锡市,区块全开·店和星期都有欠,15,15,0,0.0,5,5,0.8,0.779,0.801,0.753,226,45
000710328,嘉兴市,区块全开·星期自己定,6,6,0,0.0,3,3,1.0,0.03,1.0,1.0,13,0
000711323,上海市,区块全开·星期照做,15,15,0,0.0,5,5,1.0,0.971,1.0,1.0,136,0
000711850,深圳市,区块全开·区块内欠访,35,32,3,8.6,6,6,0.834,0.839,0.826,0.839,276,48
000712217,昆明市,区块全开·星期自己定,25,25,0,0.0,7,7,1.0,0.71,0.98,0.962,153,3
000712433,郑州市,区块缺了没开,20,11,9,45.0,7,6,0.474,0.323,0.473,0.384,110,58
000712516,烟台市,区块全开·店和星期都有欠,30,14,16,53.3,5,5,0.245,0.047,0.317,0.022,161,110
000712606,包头市,区块缺了没开,17,16,1,5.9,8,7,0.835,0.724,0.804,0.742,199,39
000712608,沈阳市,区块缺了没开,46,24,22,47.8,12,9,0.542,0.41,0.468,0.407,218,116
000712667,广州市,区块全开·星期照做,9,9,0,0.0,6,6,1.0,1.0,1.0,1.0,209,0
000714057,北京市,区块全开·星期自己定,55,48,7,12.7,25,23,1.0,0.744,0.749,0.637,167,42
000714395,西安市,区块全开·星期照做,45,42,3,6.7,18,18,1.0,0.855,0.955,0.956,200,9
000714922,西宁市,区块全开·星期照做,14,14,0,0.0,9,9,0.923,0.826,0.896,0.899,96,10
000716325,广州市,区块缺了没开,22,20,2,9.1,8,7,0.633,0.603,0.595,0.553,195,79
000716327,肇庆市,区块全开·星期照做,17,16,1,5.9,5,5,0.93,0.936,0.931,0.938,189,13
000718160,银川市,区块全开·星期自己定,4,4,0,0.0,2,2,1.0,0.25,1.0,0.545,11,0
000721070,西安市,区块全开·星期照做,9,9,0,0.0,5,5,0.939,0.825,0.921,0.894,242,19
000724728,济南市,区块全开·店和星期都有欠,46,34,12,26.1,11,10,0.667,0.385,0.602,0.426,191,76
000725968,三亚市,区块全开·店和星期都有欠,34,32,2,5.9,10,10,0.829,0.761,0.848,0.858,257,39
000732776,温州市,区块缺了没开,17,10,7,41.2,6,5,0.524,0.284,0.507,0.281,203,100
000733133,潍坊市,区块全开·店和星期都有欠,34,31,3,8.8,9,9,0.694,0.393,0.558,0.302,242,107
000733235,哈尔滨市,区块全开·店和星期都有欠,11,11,0,0.0,6,6,0.79,0.714,0.81,0.754,248,47
000734397,重庆市,区块全开·星期自己定,4,4,0,0.0,3,3,1.0,0.667,1.0,1.0,17,0
000734621,无锡市,区块全开·星期照做,30,30,0,0.0,7,7,1.0,0.802,0.972,0.974,177,5
000741130,深圳市,区块全开·星期照做,13,11,2,15.4,5,5,0.88,0.848,0.86,0.87,265,37
000741226,烟台市,区块缺了没开,29,20,9,31.0,9,8,0.419,0.207,0.415,0.12,234,137
000765513,武汉市,区块全开·星期自己定,23,19,4,17.4,6,6,0.885,0.788,0.885,0.887,122,14
000767735,北京市,区块缺了没开,17,14,3,17.6,6,5,0.405,0.276,0.437,0.261,213,120
000770730,厦门市,区块全开·星期照做,35,34,1,2.9,11,11,1.0,0.91,0.938,0.938,209,13
000771486,广州市,区块全开·星期照做,7,6,1,14.3,5,5,0.886,0.886,0.88,0.888,241,29
000771641,珠海市,区块全开·星期照做,29,29,0,0.0,5,5,0.976,0.91,0.954,0.957,238,11
000771816,福州市,区块全开·星期照做,30,30,0,0.0,11,11,1.0,0.941,0.985,0.986,135,2
000772089,广州市,区块全开·星期照做,14,14,0,0.0,5,5,0.978,0.938,0.944,0.945,234,13
000772527,厦门市,区块全开·星期照做,34,30,4,11.8,12,12,0.948,0.865,0.88,0.864,234,28
000772623,武汉市,区块缺了没开,28,25,3,10.7,9,8,0.737,0.426,0.792,0.551,144,30
000772790,昆明市,区块全开·星期自己定,15,15,0,0.0,6,6,1.0,0.737,0.986,0.986,141,2
000772796,兰州市,区块全开·星期自己定,8,7,1,12.5,6,6,1.0,0.639,0.905,0.914,63,6
000773393,郑州市,区块全开·店和星期都有欠,33,29,4,12.1,10,9,0.753,0.725,0.694,0.638,219,67
000774113,太原市,区块全开·店和星期都有欠,24,20,4,16.7,5,5,0.8,0.777,0.799,0.759,254,51
000782263,昆明市,区块全开·星期照做,14,14,0,0.0,7,7,1.0,0.905,0.951,0.952,143,7
000782275,昆明市,区块全开·星期照做,8,8,0,0.0,5,5,1.0,0.923,0.96,0.96,50,2
000782642,惠州市,区块全开·星期照做,37,34,3,8.1,11,11,0.889,0.864,0.854,0.864,246,36
000787397,哈尔滨市,区块缺了没开,23,11,12,52.2,14,10,0.418,0.195,0.435,0.33,216,122
000795399,天津市,计划与实际几乎不相交,43,25,18,41.9,12,8,0.187,0.038,0.244,0.018,254,192
000796635,呼和浩特市,区块全开·店和星期都有欠,21,20,1,4.8,6,6,0.593,0.397,0.63,0.482,219,81
000798424,上海市,区块全开·星期照做,9,9,0,0.0,5,5,0.911,0.898,0.9,0.904,221,22
000799013,唐山市,区块缺了没开,8,6,2,25.0,6,4,0.7,0.083,0.75,0.125,16,4
000811058,深圳市,区块全开·区块内欠访,27,25,2,7.4,6,6,0.847,0.816,0.83,0.824,212,36
000811371,贵阳市,区块全开·星期照做,14,13,1,7.1,6,6,1.0,0.929,0.959,0.96,121,5
000825758,合肥市,区块全开·店和星期都有欠,34,25,9,26.5,7,7,0.545,0.242,0.537,0.265,149,69
000825796,南通市,区块缺了没开,56,42,14,25.0,11,8,0.766,0.54,0.748,0.744,250,63
000826064,太原市,区块缺了没开,12,10,2,16.7,7,6,0.704,0.312,0.691,0.309,139,43
000826911,杭州市,区块全开·星期自己定,11,10,1,9.1,4,4,0.875,0.762,0.88,0.86,50,6
000829112,重庆市,区块全开·星期自己定,5,5,0,0.0,3,3,1.0,0.428,0.837,0.846,49,8
000837348,重庆市,区块全开·星期自己定,18,17,1,5.6,10,10,1.0,0.578,0.977,0.98,133,3
000838047,北京市,区块全开·店和星期都有欠,11,11,0,0.0,5,5,0.535,0.318,0.48,0.236,225,117
000838882,重庆市,区块全开·星期自己定,13,13,0,0.0,8,8,1.0,0.281,0.957,0.957,46,2
000840245,上海市,区块缺了没开,30,27,3,10.0,6,5,0.642,0.544,0.679,0.638,265,85
000843187,苏州市,计划与实际几乎不相交,13,0,13,100.0,6,0,0.0,0.0,0.0,0.0,133,133
000844662,成都市,区块全开·店和星期都有欠,4,3,1,25.0,3,3,0.727,0.552,0.731,0.731,26,7
000845240,咸阳市,区块缺了没开,38,25,13,34.2,19,14,0.583,0.019,0.614,0.006,158,61
000845597,茂名市,区块全开·星期照做,16,14,2,12.5,8,8,0.988,0.962,0.976,0.977,211,5
000846281,合肥市,区块全开·店和星期都有欠,20,18,2,10.0,7,7,0.767,0.631,0.639,0.522,108,39
000847598,北京市,区块缺了没开,16,15,1,6.2,6,5,0.498,0.343,0.508,0.351,197,97
000847739,石家庄市,区块全开·店和星期都有欠,23,22,1,4.3,6,6,0.802,0.678,0.746,0.588,244,62
000851279,北京市,区块缺了没开,17,15,2,11.8,7,6,0.395,0.16,0.392,0.2,209,127
000851281,成都市,区块全开·星期照做,10,10,0,0.0,5,5,1.0,0.954,1.0,1.0,160,0
000851283,成都市,区块全开·星期照做,10,10,0,0.0,3,3,1.0,0.875,1.0,1.0,19,0
