line,city,districts,plan_stores,plan_rows,act_visits,act_stores,cover,purity,wd_match,sameday,phase,qty,n_never,blocks,block_sizes,blocks_worked,block_worked_rate,block_exec_median,block_exec_min,block_wd_rate,cold_blocks,east_km,north_km,nn_median_m,workdays,daily_median,daily_avg,wd_visits,day_radius_km,zones_per_day,freq_1,freq_2p,kind,story
NP0010283,莆田市,"荔城区×216, 涵江区×5",199,221,240,210,0.99,0.938,0.986,0.986,0.99,1.09,2,2,"[198, 1]",2,1.0,0.995,0.99,0.5,,8.1,15.7,66.0,20,12,12.0,"[60, 48, 48, 48, 36, 0, 0]",2.96,1.0,181,29,区块全开·星期自己定,"莆田市（荔城区×216, 涵江区×5）：计划 199 店 / 221 次，分成 2 个区块（最大区块 198 店）。 地盘东西 8.1 × 南北 15.7 km；区块内店距中位 66 m。 节奏：20 个工作日、平均每天 12.0 家店、一天 1.0 个区块、当天作业半径中位 2.96 km；出勤 周一60/周二48/周三48/周四48/周五36；周六、周日 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 100%（最弱一块 99%）；③ 区块星期一致 50%。 参考：覆盖 99%、同日 99%、相位 99%、量比 1.09。 结论：区块都开了但**星期由他自己排**，周内顺序不跟计划。"
NP0010285,成都市,"双流区×92, 武侯区×9",101,104,273,223,0.851,0.386,0.851,0.856,0.851,2.62,15,2,"[100, 1]",1,0.5,0.43,0.0,1.0,,7.9,11.1,85.0,20,4,13.7,"[65, 51, 51, 49, 31, 26, 0]",0.58,1.0,182,41,区块大面积没开工,"成都市（双流区×92, 武侯区×9）：计划 101 店 / 104 次，分成 2 个区块（最大区块 100 店）。 地盘东西 7.9 × 南北 11.1 km；区块内店距中位 85 m。 节奏：20 个工作日、平均每天 13.7 家店、一天 1.0 个区块、当天作业半径中位 0.58 km；出勤 周一65/周二51/周三51/周四49/周五31/周六26；周日 没跑。 ① 区块开工：2 块里他开工了 1 块；② 区块内执行率中位 43%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 85%、同日 86%、相位 85%、量比 2.62。 结论：**有区块整块没开工**（1 块），先问为什么不去，而不是谈执行率。"
NP0010307,威海市,"文登区×71, 荣成市×60",104,131,144,113,0.442,0.407,0.26,0.221,0.346,1.1,58,9,"[54, 27, 15, 3, 1]",6,0.667,0.333,0.0,0.167,区块×15店 仅执行 7%; 区块×3店 仅执行 33%; 区块×27店 仅执行 44%,42.8,58.5,133.0,13,5,11.1,"[50, 27, 12, 12, 31, 12, 0]",2.43,1.0,89,24,区块缺了没开,"威海市（文登区×71, 荣成市×60）：计划 104 店 / 131 次，分成 9 个区块（最大区块 54 店）。 地盘东西 42.8 × 南北 58.5 km；区块内店距中位 133 m。 节奏：13 个工作日、平均每天 11.1 家店、一天 1.0 个区块、当天作业半径中位 2.43 km；出勤 周一50/周二27/周三12/周四12/周五31/周六12；周日 没跑。 ① 区块开工：9 块里他开工了 6 块；② 区块内执行率中位 33%（最弱一块 0%）；③ 区块星期一致 17%。 参考：覆盖 44%、同日 22%、相位 35%、量比 1.1。 结论：**有 3 个区块整块没开工**，但他开的那几块做得很好（执行率与星期都守）——先问为什么不去那几块。 最冷的区块（计划内执行率最低）：区块×15店 仅执行 7%; 区块×3店 仅执行 33%; 区块×27店 仅执行 44%。"
NP0010323,曲靖市,"麒麟区×140, 富源县×15",145,155,262,210,1.0,0.69,1.0,1.0,1.0,1.69,0,4,"[131, 12, 1, 1]",4,1.0,1.0,1.0,1.0,,80.2,73.1,75.0,20,10,13.1,"[74, 52, 53, 43, 36, 4, 0]",1.56,1.0,175,35,区块全开·星期照做,"曲靖市（麒麟区×140, 富源县×15）：计划 145 店 / 155 次，分成 4 个区块（最大区块 131 店）。 地盘东西 80.2 × 南北 73.1 km；区块内店距中位 75 m。 节奏：20 个工作日、平均每天 13.1 家店、一天 1.0 个区块、当天作业半径中位 1.56 km；出勤 周一74/周二52/周三53/周四43/周五36/周六4；周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 1.69。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0010380,泰州市,兴化市×244,244,244,71,71,0.283,0.972,0.266,0.266,0.27,0.29,175,3,"[237, 6, 1]",1,0.333,0.0,0.0,1.0,区块×237店 仅执行 29%,30.2,25.4,44.0,15,5,4.7,"[11, 13, 16, 18, 13, 0, 0]",0.43,1.0,71,0,计划与实际几乎不相交,泰州市（兴化市×244）：计划 244 店 / 244 次，分成 3 个区块（最大区块 237 店）。 地盘东西 30.2 × 南北 25.4 km；区块内店距中位 44 m。 节奏：15 个工作日、平均每天 4.7 家店、一天 1.0 个区块、当天作业半径中位 0.43 km；出勤 周一11/周二13/周三16/周四18/周五13；周六、周日 没跑。 ① 区块开工：3 块里他开工了 1 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 28%、同日 27%、相位 27%、量比 0.29。 结论：计划与实际几乎不相交——先查这块地盘是不是搞错了（管辖/门店清单），再谈行为。 最冷的区块（计划内执行率最低）：区块×237店 仅执行 29%。
NP0010444,深圳市,"龙华区×180, 龙岗区×91",252,272,256,218,0.833,0.963,0.833,0.846,0.833,0.94,42,1,[252],1,1.0,0.833,0.833,1.0,,9.0,6.8,80.0,21,12,12.2,"[61, 48, 50, 49, 48, 0, 0]",1.69,1.0,181,37,区块全开·区块内欠访,"深圳市（龙华区×180, 龙岗区×91）：计划 252 店 / 272 次，分成 1 个区块（最大区块 252 店）。 地盘东西 9.0 × 南北 6.8 km；区块内店距中位 80 m。 节奏：21 个工作日、平均每天 12.2 家店、一天 1.0 个区块、当天作业半径中位 1.69 km；出勤 周一61/周二48/周三50/周四49/周五48；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 83%（最弱一块 83%）；③ 区块星期一致 100%。 参考：覆盖 83%、同日 85%、相位 83%、量比 0.94。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
NP0010481,无锡市,"锡山区×176, 惠山区×33",196,216,202,183,0.898,0.962,0.898,0.856,0.862,0.94,20,5,"[167, 12, 10, 4, 3]",5,1.0,1.0,0.25,1.0,区块×4店 仅执行 25%,24.0,16.1,84.0,19,10,10.6,"[52, 43, 44, 33, 30, 0, 0]",3.96,1.0,165,18,区块全开·星期照做,"无锡市（锡山区×176, 惠山区×33）：计划 196 店 / 216 次，分成 5 个区块（最大区块 167 店）。 地盘东西 24.0 × 南北 16.1 km；区块内店距中位 84 m。 节奏：19 个工作日、平均每天 10.6 家店、一天 1.0 个区块、当天作业半径中位 3.96 km；出勤 周一52/周二43/周三44/周四33/周五30；周六、周日 没跑。 ① 区块开工：5 块里他开工了 5 块；② 区块内执行率中位 100%（最弱一块 25%）；③ 区块星期一致 100%。 参考：覆盖 90%、同日 86%、相位 86%、量比 0.94。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。 最冷的区块（计划内执行率最低）：区块×4店 仅执行 25%。"
NP0010485,德州市,371402×36,36,36,85,83,0.139,0.06,0.111,0.111,0.139,2.36,31,1,[36],1,1.0,0.139,0.139,1.0,区块×36店 仅执行 14%,8.3,5.8,320.0,2,2,42.5,"[24, 16, 17, 6, 17, 0, 5]",0.89,1.0,81,2,计划与实际几乎不相交,德州市（371402×36）：计划 36 店 / 36 次，分成 1 个区块（最大区块 36 店）。 地盘东西 8.3 × 南北 5.8 km；区块内店距中位 320 m。 节奏：2 个工作日、平均每天 42.5 家店、一天 1.0 个区块、当天作业半径中位 0.89 km；出勤 周一24/周二16/周三17/周四6/周五17/周日5；周六 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 14%（最弱一块 14%）；③ 区块星期一致 100%。 参考：覆盖 14%、同日 11%、相位 14%、量比 2.36。 结论：计划与实际几乎不相交——先查这块地盘是不是搞错了（管辖/门店清单），再谈行为。 最冷的区块（计划内执行率最低）：区块×36店 仅执行 14%。
NP0010486,德州市,"371402×24, 371423×7",36,36,107,106,0.333,0.113,0.111,0.0,0.222,2.97,24,4,"[24, 7, 4, 1]",1,0.25,0.0,0.0,1.0,区块×24店 仅执行 50%,92.5,41.2,203.0,8,1,13.4,"[33, 9, 16, 25, 24, 0, 0]",1.28,1.0,105,1,区块大面积没开工,"德州市（371402×24, 371423×7）：计划 36 店 / 36 次，分成 4 个区块（最大区块 24 店）。 地盘东西 92.5 × 南北 41.2 km；区块内店距中位 203 m。 节奏：8 个工作日、平均每天 13.4 家店、一天 1.0 个区块、当天作业半径中位 1.28 km；出勤 周一33/周二9/周三16/周四25/周五24；周六、周日 没跑。 ① 区块开工：4 块里他开工了 1 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 33%、同日 0%、相位 22%、量比 2.97。 结论：**有区块整块没开工**（3 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×24店 仅执行 50%。"
NP0010498,广州市,"增城区×238, 白云区×1",221,239,284,256,0.995,0.859,0.995,0.996,0.995,1.19,1,2,"[192, 29]",2,1.0,0.997,0.995,1.0,,13.7,18.5,59.0,21,12,13.5,"[71, 56, 51, 56, 49, 0, 1]",1.11,1.0,229,27,区块全开·星期照做,"广州市（增城区×238, 白云区×1）：计划 221 店 / 239 次，分成 2 个区块（最大区块 192 店）。 地盘东西 13.7 × 南北 18.5 km；区块内店距中位 59 m。 节奏：21 个工作日、平均每天 13.5 家店、一天 1.0 个区块、当天作业半径中位 1.11 km；出勤 周一71/周二56/周三51/周四56/周五49/周日1；周六 没跑。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 1.19。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0010660,武汉市,"汉阳区×160, 蔡甸区×51",197,212,254,217,0.893,0.811,0.893,0.901,0.893,1.2,21,5,"[169, 19, 7, 1, 1]",5,1.0,1.0,0.876,1.0,,25.8,15.3,116.0,21,10,12.1,"[67, 46, 48, 49, 44, 0, 0]",2.86,1.0,184,33,区块全开·星期照做,"武汉市（汉阳区×160, 蔡甸区×51）：计划 197 店 / 212 次，分成 5 个区块（最大区块 169 店）。 地盘东西 25.8 × 南北 15.3 km；区块内店距中位 116 m。 节奏：21 个工作日、平均每天 12.1 家店、一天 1.0 个区块、当天作业半径中位 2.86 km；出勤 周一67/周二46/周三48/周四49/周五44；周六、周日 没跑。 ① 区块开工：5 块里他开工了 5 块；② 区块内执行率中位 100%（最弱一块 88%）；③ 区块星期一致 100%。 参考：覆盖 89%、同日 90%、相位 89%、量比 1.2。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0010665,武汉市,"洪山区×79, 青山区×73",203,222,254,213,0.931,0.887,0.931,0.937,0.931,1.14,14,1,[203],1,1.0,0.931,0.931,1.0,,9.6,9.3,72.0,21,11,12.1,"[57, 50, 42, 53, 52, 0, 0]",2.14,1.0,175,38,区块全开·星期照做,"武汉市（洪山区×79, 青山区×73）：计划 203 店 / 222 次，分成 1 个区块（最大区块 203 店）。 地盘东西 9.6 × 南北 9.3 km；区块内店距中位 72 m。 节奏：21 个工作日、平均每天 12.1 家店、一天 1.0 个区块、当天作业半径中位 2.14 km；出勤 周一57/周二50/周三42/周四53/周五52；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 93%（最弱一块 93%）；③ 区块星期一致 100%。 参考：覆盖 93%、同日 94%、相位 93%、量比 1.14。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0010670,佛山市,"南海区×241, 禅城区×9",227,251,277,234,0.899,0.872,0.899,0.904,0.899,1.1,23,1,[227],1,1.0,0.899,0.899,1.0,,5.4,8.9,62.0,22,11,12.6,"[72, 54, 44, 51, 52, 4, 0]",1.16,1.0,192,42,区块全开·星期照做,"佛山市（南海区×241, 禅城区×9）：计划 227 店 / 251 次，分成 1 个区块（最大区块 227 店）。 地盘东西 5.4 × 南北 8.9 km；区块内店距中位 62 m。 节奏：22 个工作日、平均每天 12.6 家店、一天 1.0 个区块、当天作业半径中位 1.16 km；出勤 周一72/周二54/周三44/周四51/周五52/周六4；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 90%（最弱一块 90%）；③ 区块星期一致 100%。 参考：覆盖 90%、同日 90%、相位 90%、量比 1.1。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0010674,常州市,"天宁区×101, 武进区×57",172,178,221,210,0.715,0.586,0.645,0.584,0.61,1.24,49,3,"[146, 14, 12]",3,1.0,0.726,0.357,0.667,区块×14店 仅执行 36%,17.4,11.2,88.0,18,7,12.3,"[66, 38, 40, 37, 40, 0, 0]",1.44,1.0,199,11,区块全开·店和星期都有欠,"常州市（天宁区×101, 武进区×57）：计划 172 店 / 178 次，分成 3 个区块（最大区块 146 店）。 地盘东西 17.4 × 南北 11.2 km；区块内店距中位 88 m。 节奏：18 个工作日、平均每天 12.3 家店、一天 1.0 个区块、当天作业半径中位 1.44 km；出勤 周一66/周二38/周三40/周四37/周五40；周六、周日 没跑。 ① 区块开工：3 块里他开工了 3 块；② 区块内执行率中位 73%（最弱一块 36%）；③ 区块星期一致 67%。 参考：覆盖 72%、同日 58%、相位 61%、量比 1.24。 结论：区块开了，但店没做全、星期也没守——属于执行力不足，要具体看到底缺在哪块。 最冷的区块（计划内执行率最低）：区块×14店 仅执行 36%。"
NP0010683,昆明市,"西山区×86, 官渡区×12",107,107,268,231,0.832,0.385,0.832,0.832,0.832,2.5,18,3,"[94, 12, 1]",2,0.667,0.75,0.0,1.0,,21.8,15.6,128.0,17,7,15.8,"[75, 52, 51, 53, 37, 0, 0]",1.04,1.0,197,34,区块缺了没开,"昆明市（西山区×86, 官渡区×12）：计划 107 店 / 107 次，分成 3 个区块（最大区块 94 店）。 地盘东西 21.8 × 南北 15.6 km；区块内店距中位 128 m。 节奏：17 个工作日、平均每天 15.8 家店、一天 1.0 个区块、当天作业半径中位 1.04 km；出勤 周一75/周二52/周三51/周四53/周五37；周六、周日 没跑。 ① 区块开工：3 块里他开工了 2 块；② 区块内执行率中位 75%（最弱一块 0%）；③ 区块星期一致 100%。 参考：覆盖 83%、同日 83%、相位 83%、量比 2.5。 结论：**有 1 个区块整块没开工**，但他开的那几块做得很好（执行率与星期都守）——先问为什么不去那几块。"
NP0010688,成都市,郫都区×23,23,23,248,163,1.0,0.141,1.0,1.0,1.0,10.78,0,5,"[13, 7, 1, 1, 1]",5,1.0,1.0,1.0,1.0,,14.6,10.3,458.0,12,3,20.7,"[61, 50, 50, 50, 33, 4, 0]",4.77,2.0,106,57,区块全开·星期照做,成都市（郫都区×23）：计划 23 店 / 23 次，分成 5 个区块（最大区块 13 店）。 地盘东西 14.6 × 南北 10.3 km；区块内店距中位 458 m。 节奏：12 个工作日、平均每天 20.7 家店、一天 2.0 个区块、当天作业半径中位 4.77 km；出勤 周一61/周二50/周三50/周四50/周五33/周六4；周日 没跑。 ① 区块开工：5 块里他开工了 5 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 10.78。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP0010748,商丘市,"梁园区×113, 夏邑县×20",128,142,213,134,0.898,0.858,0.903,0.901,0.898,1.5,13,3,"[109, 18, 1]",3,1.0,1.0,0.881,1.0,,44.7,41.2,77.0,20,9,10.7,"[45, 39, 43, 44, 42, 0, 0]",2.59,1.0,81,53,区块全开·星期照做,"商丘市（梁园区×113, 夏邑县×20）：计划 128 店 / 142 次，分成 3 个区块（最大区块 109 店）。 地盘东西 44.7 × 南北 41.2 km；区块内店距中位 77 m。 节奏：20 个工作日、平均每天 10.7 家店、一天 1.0 个区块、当天作业半径中位 2.59 km；出勤 周一45/周二39/周三43/周四44/周五42；周六、周日 没跑。 ① 区块开工：3 块里他开工了 3 块；② 区块内执行率中位 100%（最弱一块 88%）；③ 区块星期一致 100%。 参考：覆盖 90%、同日 90%、相位 90%、量比 1.5。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0010807,清远市,清城区×212,191,212,253,221,1.0,0.864,1.0,1.0,1.0,1.19,0,6,"[163, 11, 8, 7, 1]",6,1.0,1.0,1.0,1.0,,19.4,30.8,134.0,21,11,12.0,"[59, 49, 50, 47, 48, 0, 0]",1.73,1.0,190,31,区块全开·星期照做,清远市（清城区×212）：计划 191 店 / 212 次，分成 6 个区块（最大区块 163 店）。 地盘东西 19.4 × 南北 30.8 km；区块内店距中位 134 m。 节奏：21 个工作日、平均每天 12.0 家店、一天 1.0 个区块、当天作业半径中位 1.73 km；出勤 周一59/周二49/周三50/周四47/周五48；周六、周日 没跑。 ① 区块开工：6 块里他开工了 6 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 1.19。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP0010842,兰州市,"城关区×15, 七里河区×2",17,17,262,223,1.0,0.076,1.0,1.0,1.0,15.41,0,4,"[12, 2, 2, 1]",4,1.0,1.0,1.0,1.0,,12.5,6.1,115.0,11,1,23.8,"[64, 45, 62, 47, 44, 0, 0]",0.36,1.0,186,37,区块全开·星期照做,"兰州市（城关区×15, 七里河区×2）：计划 17 店 / 17 次，分成 4 个区块（最大区块 12 店）。 地盘东西 12.5 × 南北 6.1 km；区块内店距中位 115 m。 节奏：11 个工作日、平均每天 23.8 家店、一天 1.0 个区块、当天作业半径中位 0.36 km；出勤 周一64/周二45/周三62/周四47/周五44；周六、周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 15.41。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0010891,无锡市,"梁溪区×113, 滨湖区×53",167,183,162,139,0.689,0.827,0.671,0.656,0.653,0.89,52,1,[167],1,1.0,0.689,0.689,1.0,,11.8,17.1,115.0,19,8,8.5,"[41, 33, 36, 32, 19, 0, 1]",2.15,1.0,119,20,区块全开·区块内欠访,"无锡市（梁溪区×113, 滨湖区×53）：计划 167 店 / 183 次，分成 1 个区块（最大区块 167 店）。 地盘东西 11.8 × 南北 17.1 km；区块内店距中位 115 m。 节奏：19 个工作日、平均每天 8.5 家店、一天 1.0 个区块、当天作业半径中位 2.15 km；出勤 周一41/周二33/周三36/周四32/周五19/周日1；周六 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 69%（最弱一块 69%）；③ 区块星期一致 100%。 参考：覆盖 69%、同日 66%、相位 65%、量比 0.89。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。"
NP0010900,青岛市,"市南区×152, 市北区×129",266,281,279,208,0.564,0.721,0.541,0.541,0.553,0.99,116,1,[266],1,1.0,0.564,0.564,1.0,区块×266店 仅执行 56%,9.9,10.6,82.0,18,11,15.5,"[61, 64, 31, 46, 61, 16, 0]",3.83,1.0,154,54,区块全开·区块内欠访,"青岛市（市南区×152, 市北区×129）：计划 266 店 / 281 次，分成 1 个区块（最大区块 266 店）。 地盘东西 9.9 × 南北 10.6 km；区块内店距中位 82 m。 节奏：18 个工作日、平均每天 15.5 家店、一天 1.0 个区块、当天作业半径中位 3.83 km；出勤 周一61/周二64/周三31/周四46/周五61/周六16；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 56%（最弱一块 56%）；③ 区块星期一致 100%。 参考：覆盖 56%、同日 54%、相位 55%、量比 0.99。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。 最冷的区块（计划内执行率最低）：区块×266店 仅执行 56%。"
NP0010920,曲靖市,"宣威市×69, 会泽县×1",69,70,241,219,1.0,0.315,1.0,1.0,1.0,3.44,0,4,"[66, 1, 1, 1]",4,1.0,1.0,1.0,1.0,,83.5,100.1,62.0,14,4,17.2,"[61, 48, 49, 36, 36, 11, 0]",2.4,1.0,199,20,区块全开·星期照做,"曲靖市（宣威市×69, 会泽县×1）：计划 69 店 / 70 次，分成 4 个区块（最大区块 66 店）。 地盘东西 83.5 × 南北 100.1 km；区块内店距中位 62 m。 节奏：14 个工作日、平均每天 17.2 家店、一天 1.0 个区块、当天作业半径中位 2.4 km；出勤 周一61/周二48/周三49/周四36/周五36/周六11；周日 没跑。 ① 区块开工：4 块里他开工了 4 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 100%、相位 100%、量比 3.44。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。"
NP0010987,滨州市,滨城区×83,83,83,131,102,0.277,0.225,0.133,0.108,0.229,1.58,60,2,"[77, 6]",2,1.0,0.226,0.167,1.0,区块×6店 仅执行 17%; 区块×77店 仅执行 29%,10.3,12.7,100.0,10,3,13.1,"[33, 21, 21, 19, 30, 3, 4]",1.65,1.0,74,28,计划与实际几乎不相交,滨州市（滨城区×83）：计划 83 店 / 83 次，分成 2 个区块（最大区块 77 店）。 地盘东西 10.3 × 南北 12.7 km；区块内店距中位 100 m。 节奏：10 个工作日、平均每天 13.1 家店、一天 1.0 个区块、当天作业半径中位 1.65 km；出勤 周一33/周二21/周三21/周四19/周五30/周六3/周日4。 ① 区块开工：2 块里他开工了 2 块；② 区块内执行率中位 23%（最弱一块 17%）；③ 区块星期一致 100%。 参考：覆盖 28%、同日 11%、相位 23%、量比 1.58。 结论：计划与实际几乎不相交——先查这块地盘是不是搞错了（管辖/门店清单），再谈行为。 最冷的区块（计划内执行率最低）：区块×6店 仅执行 17%; 区块×77店 仅执行 29%。
NP0010989,秦皇岛市,"海港区×50, 昌黎县×43",93,93,106,74,0.344,0.432,0.204,0.172,0.247,1.14,61,7,"[50, 36, 3, 1, 1]",2,0.286,0.0,0.0,0.5,区块×36店 仅执行 8%; 区块×50店 仅执行 58%,40.2,46.0,108.0,18,2,5.9,"[16, 19, 26, 18, 23, 4, 0]",1.4,1.0,48,26,区块大面积没开工,"秦皇岛市（海港区×50, 昌黎县×43）：计划 93 店 / 93 次，分成 7 个区块（最大区块 50 店）。 地盘东西 40.2 × 南北 46.0 km；区块内店距中位 108 m。 节奏：18 个工作日、平均每天 5.9 家店、一天 1.0 个区块、当天作业半径中位 1.4 km；出勤 周一16/周二19/周三26/周四18/周五23/周六4；周日 没跑。 ① 区块开工：7 块里他开工了 2 块；② 区块内执行率中位 0%（最弱一块 0%）；③ 区块星期一致 50%。 参考：覆盖 34%、同日 17%、相位 25%、量比 1.14。 结论：**有区块整块没开工**（5 块），先问为什么不去，而不是谈执行率。 最冷的区块（计划内执行率最低）：区块×36店 仅执行 8%; 区块×50店 仅执行 58%。"
NP0010995,合肥市,"蜀山区×23, 庐阳区×17",45,46,162,123,0.467,0.171,0.435,0.283,0.467,3.52,24,1,[45],1,1.0,0.467,0.467,1.0,区块×45店 仅执行 47%,5.6,4.8,121.0,10,2,16.2,"[41, 18, 32, 34, 37, 0, 0]",1.15,1.0,93,30,区块全开·区块内欠访,"合肥市（蜀山区×23, 庐阳区×17）：计划 45 店 / 46 次，分成 1 个区块（最大区块 45 店）。 地盘东西 5.6 × 南北 4.8 km；区块内店距中位 121 m。 节奏：10 个工作日、平均每天 16.2 家店、一天 1.0 个区块、当天作业半径中位 1.15 km；出勤 周一41/周二18/周三32/周四34/周五37；周六、周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 47%（最弱一块 47%）；③ 区块星期一致 100%。 参考：覆盖 47%、同日 28%、相位 47%、量比 3.52。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。 最冷的区块（计划内执行率最低）：区块×45店 仅执行 47%。"
NP0011002,西安市,"灞桥区×107, 未央区×18",105,125,304,229,0.457,0.21,0.286,0.168,0.257,2.43,57,1,[105],1,1.0,0.457,0.457,1.0,区块×105店 仅执行 46%,5.9,11.3,91.0,18,5,16.9,"[76, 46, 67, 62, 52, 1, 0]",2.09,1.0,178,51,区块全开·区块内欠访,"西安市（灞桥区×107, 未央区×18）：计划 105 店 / 125 次，分成 1 个区块（最大区块 105 店）。 地盘东西 5.9 × 南北 11.3 km；区块内店距中位 91 m。 节奏：18 个工作日、平均每天 16.9 家店、一天 1.0 个区块、当天作业半径中位 2.09 km；出勤 周一76/周二46/周三67/周四62/周五52/周六1；周日 没跑。 ① 区块开工：1 块里他开工了 1 块；② 区块内执行率中位 46%（最弱一块 46%）；③ 区块星期一致 100%。 参考：覆盖 46%、同日 17%、相位 26%、量比 2.43。 结论：区块都开了、星期也守，但**区块内没做全**（存在欠访）。 最冷的区块（计划内执行率最低）：区块×105店 仅执行 46%。"
NP0011031,眉山市,仁寿县×136,126,136,263,213,1.0,0.592,1.0,0.993,1.0,1.93,0,6,"[109, 5, 5, 3, 3]",6,1.0,1.0,1.0,1.0,,20.6,49.0,200.0,22,9,12.0,"[60, 48, 38, 45, 48, 24, 0]",2.69,1.0,171,42,区块全开·星期照做,眉山市（仁寿县×136）：计划 126 店 / 136 次，分成 6 个区块（最大区块 109 店）。 地盘东西 20.6 × 南北 49.0 km；区块内店距中位 200 m。 节奏：22 个工作日、平均每天 12.0 家店、一天 1.0 个区块、当天作业半径中位 2.69 km；出勤 周一60/周二48/周三38/周四45/周五48/周六24；周日 没跑。 ① 区块开工：6 块里他开工了 6 块；② 区块内执行率中位 100%（最弱一块 100%）；③ 区块星期一致 100%。 参考：覆盖 100%、同日 99%、相位 100%、量比 1.93。 结论：**计划怎么划他就怎么做**——区块全开工、区块内做全、星期按计划。
NP0011048,台州市,"椒江区×173, 玉环市×53",245,245,239,230,0.706,0.752,0.645,0.645,0.686,0.98,72,9,"[164, 25, 24, 15, 10]",7,0.778,0.4,0.0,0.571,区块×25店 仅执行 12%; 区块×15店 仅执行 13%; 区块×10店 仅执行 40%,24.8,70.0,57.0,19,12,12.6,"[35, 51, 41, 50, 37, 17, 8]",2.78,1.0,222,8,区块缺了没开,"台州市（椒江区×173, 玉环市×53）：计划 245 店 / 245 次，分成 9 个区块（最大区块 164 店）。 地盘东西 24.8 × 南北 70.0 km；区块内店距中位 57 m。 节奏：19 个工作日、平均每天 12.6 家店、一天 1.0 个区块、当天作业半径中位 2.78 km；出勤 周一35/周二51/周三41/周四50/周五37/周六17/周日8。 ① 区块开工：9 块里他开工了 7 块；② 区块内执行率中位 40%（最弱一块 0%）；③ 区块星期一致 57%。 参考：覆盖 71%、同日 64%、相位 69%、量比 0.98。 结论：**有 2 个区块整块没开工**，但他开的那几块做得很好（执行率与星期都守）——先问为什么不去那几块。 最冷的区块（计划内执行率最低）：区块×25店 仅执行 12%; 区块×15店 仅执行 13%; 区块×10店 仅执行 40%。"
